analysis_id,spec,subset,term,metric,estimator,rho,k_es,k_study,k_cluster,est_z,se_z,t_stat,df,p,ci_lb_z,ci_ub_z,pi_lb_z,pi_ub_z,est_r,ci_lb_r,ci_ub_r,pi_lb_r,pi_ub_r,sigma2_cluster,sigma2_study,sigma2_esid,pct_cluster,pct_study,pct_esid,pct_sampling,typical_v,value,ms_input,ms_label,note
E1,tost_pooled,defined,pooled_mean,Fisher_z,3LMA-RVE_CR2,0.6,2713,115,114,-0.058646736610097984,0.013856549617298977,-4.232419919088764,111.67179502927146,4.761983548461841e-5,-0.08610259463879782,-0.031190878581398136,,,-0.05857959167994344,-0.08589044537514602,-0.031180767616603433,,,0.01974554866611232,1.020921287495431e-9,0.011883179286547231,,,,,,,FALSE,,"rma.mv mods=~ 1; random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain estimation set 2713/115/114 [DEC-042a]; TH-a refit of T1/A1; verifier identity vs committed output/T1_results.csv at 1e-6 [F65]; 95% CI on this row (TOST rows carry 90%)"
E1,tost_pooled,defined,tost_band_0.070,Fisher_z,3LMA-RVE_CR2,0.6,2713,115,114,-0.058646736610097984,0.013856549617298977,,111.67179502927146,0.2048259107018675,-0.08162939391744356,-0.03566407930275241,,,,,,,,0.01974554866611232,1.020921287495431e-9,0.011883179286547231,,,,,,0,TRUE,e1_tost_primary,"TOST, two one-sided tests each alpha=.05 <=> 90% CI inside band [DEC-045 E-pins]; PRIMARY level band |r| = 0.070 (F27v2) -> z band atanh = 0.070114671; arm p (lower/upper) = 0.204826 / 7.26341e-16; TOST p = max(arms); CI columns carry the 90% CI (TOST convention); value = 1{90%-CI inside band} (mechanical flag, no verdict language); ex-ante expectation [DEC-044/DEC-045]: this arm is expected to FAIL (T1 CI edge -0.086); E2 adjudicates Tier 1; E1 calibrates the Tier-2 wording only"
E1,tost_pooled,defined,tost_band_0.050,Fisher_z,3LMA-RVE_CR2,0.6,2713,115,114,-0.058646736610097984,0.013856549617298977,,111.67179502927146,0.7320695772787977,-0.08162939391744356,-0.03566407930275241,,,,,,,,0.01974554866611232,1.020921287495431e-9,0.011883179286547231,,,,,,0,FALSE,,"TOST, two one-sided tests each alpha=.05 <=> 90% CI inside band [DEC-045 E-pins]; SECONDARY level band |r| = 0.05 -> z band atanh = 0.050041729; arm p (lower/upper) = 0.73207 / 1.41843e-12; TOST p = max(arms); CI columns carry the 90% CI (TOST convention); value = 1{90%-CI inside band} (mechanical flag, no verdict language)"
E2,tost_paris,defined,cell_pre,Fisher_z,3LMA-RVE_CR2,0.6,1994,83,82,-0.06159915651899553,0.018046114453268414,-3.4134304466765157,68.59711290712623,0.0010804696442775533,-0.09760394234844082,-0.02559437068955024,,,-0.06152136282602518,-0.097295176600782,-0.025588783436646806,,,0.02046660388942583,1.8647279485494323e-9,0.011878550872389043,,,,,,,FALSE,,"rma.mv mods=~ 0 + pp_cell (cell-means; estimand identical to ~ pp_mid_lag0); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain period domain 2705/113/112 [DEC-042b]; cell mean at coding = 0 (pre)"
E2,tost_paris,defined,cell_post,Fisher_z,3LMA-RVE_CR2,0.6,711,31,31,-0.05142324980859296,0.010329352365435656,-4.978361468301417,19.75671510231428,7.475295196886233e-5,-0.0729869232775503,-0.02985957633963563,,,-0.05137797066737374,-0.07285759618547344,-0.02985070529402487,,,0.02046660388942583,1.8647279485494323e-9,0.011878550872389043,,,,,,,FALSE,,"rma.mv mods=~ 0 + pp_cell (cell-means; estimand identical to ~ pp_mid_lag0); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain period domain 2705/113/112 [DEC-042b]; cell mean at coding = 1 (post)"
E2,tost_paris,defined,diff,Fisher_z,3LMA-RVE_CR2,0.6,2705,113,112,0.010175906710402569,0.018107282421257465,0.5619786820387982,14.992066372892525,0.5824357256305164,-0.028420631114490134,0.04877244453529527,,,,,,,,0.02046660388942583,1.8647279485494323e-9,0.011878550872389043,,,,,,,FALSE,,"rma.mv mods=~ 0 + pp_cell (cell-means; estimand identical to ~ pp_mid_lag0); random ~1|cluster_id/study/esid; V blocks within cluster_id, rho=0.6; CR2/Satterthwaite on cluster_id [D31.1/A.2]; domain period domain 2705/113/112 [DEC-042b]; post-minus-pre contrast (-1, +1); cell-means parameterization [DEC-031e/A.11]; difference of Fisher-z means; no tanh transform of differences; TH-a refit of T2/B1 paris_mid; verifier identity vs committed output/T2_results.csv at 1e-6 [F65]"
E2,tost_paris,defined,tost_band_0.050,Fisher_z,3LMA-RVE_CR2,0.6,2705,113,112,0.010175906710402569,0.018107282421257465,,14.992066372892525,0.021979849697704272,-0.021568174295886505,0.04191998771669164,,,,,,,,0.02046660388942583,1.8647279485494323e-9,0.011878550872389043,,,,,,1,TRUE,e2_tost_contrast,"TOST, two one-sided tests each alpha=.05 <=> 90% CI inside band [DEC-045 E-pins]; contrast band |dr| = 0.05 (secondary SESOI = the contrast band [DEC-031 Block E]); applied on the z-difference directly; |dz| read as |dr| (third-order approx, T8/B8 convention); arm p (lower/upper) = 0.00231753 / 0.0219798; TOST p = max(arms); CI columns carry the 90% CI (TOST convention); value = 1{90%-CI inside band} (mechanical flag, no verdict language); E2 adjudicates Tier 1 (the Paris null) [DEC-045 E-pins]; dose transfer NOT triggered (design df 31.9 [DEC-024/A.3])"
E3,gate,defined,config_e2_requirement,count,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,Tier-1 evidence-of-absence wording REQUIRES an E2 PASS; E2 FAIL -> no Tier-1 EoA regardless of BF [DEC-045 ladder / H-Q21]
E3,gate,defined,config_bf_ladder,count,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,"with H2b: BF01 >= 3 full EoA; 1 < BF01 < 3 equivalence-based, BF disclosed as directionally supportive, not strong; BF01 <= 1 conflict disclosure, conservative wording; without RoBMA.reg: pre-registered configuration E2 + level BF (H2a) [DEC-045; Jeffreys/Lee-Wagenmakers bands pinned]"
E3,gate,defined,status,count,descriptive,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,"resolution deferred: documented post-run step after TH-b (N3), never an automatic rewrite [DEC-044/DEC-045]; ex-ante expectation carried on the E1 primary-band row"
